訂單號碼,客戶編號,員工編號,訂單日期,要貨日期,送貨日期,送貨方式,運費,收貨人,送貨地址,送貨城市,送貨行政區,送貨郵遞區號,送貨國家地區
10576,TORTU,3,2003-06-23 00:00:00,2003-07-07 00:00:00,2003-06-30 00:00:00,3,18.56,王先生,台北縣中新路11號,台北縣,中新,05033,
10577,TRAIH,9,2003-06-23 00:00:00,2003-08-04 00:00:00,2003-06-30 00:00:00,2,25.41,周先生,宜蘭市經國路55號,宜蘭市,經國,98034,
10578,BSBEV,4,2003-06-24 00:00:00,2003-07-22 00:00:00,2003-07-25 00:00:00,3,29.6,徐先生,台中市中港路一段78號,台中市,中港,12958,
10579,LETSS,1,2003-06-25 00:00:00,2003-07-23 00:00:00,2003-07-04 00:00:00,2,13.73,唐小姐,屏東市中山路7號,屏東市,中山,94117,
10580,OTTIK,4,2003-06-26 00:00:00,2003-07-24 00:00:00,2003-07-01 00:00:00,3,75.89,徐文彬,新竹市竹北路8號,新竹市,竹北,50739,
10581,FAMIA,3,2003-06-26 00:00:00,2003-07-24 00:00:00,2003-07-02 00:00:00,1,3.01,徐先生,花蓮市花中路15號,花蓮市,花中,12958,
10582,BLAUS,3,2003-06-27 00:00:00,2003-07-25 00:00:00,2003-07-14 00:00:00,2,27.71,劉先生,宜蘭市經國路55號,宜蘭市,經國,68306,
10583,WARTH,2,2003-06-30 00:00:00,2003-07-28 00:00:00,2003-07-04 00:00:00,2,7.28,成先生,台中市中港路一段78號,台中市,中港,90110,
10584,BLONP,4,2003-06-30 00:00:00,2003-07-28 00:00:00,2003-07-04 00:00:00,1,59.14,方先生,新竹市永平路一段1號,新竹市,永平,67000,
10585,WELLI,7,2003-07-01 00:00:00,2003-07-29 00:00:00,2003-07-10 00:00:00,1,13.41,何先生,南投縣南投路5號,南投縣,南投,12958,
10586,REGGC,9,2003-07-02 00:00:00,2003-07-30 00:00:00,2003-07-09 00:00:00,1,0.48,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,42100,
10587,QUEDE,1,2003-07-02 00:00:00,2003-07-30 00:00:00,2003-07-09 00:00:00,1,62.52,劉先生,桃園縣富國路42號,桃園縣,富國,12958,
10588,QUICK,2,2003-07-03 00:00:00,2003-07-31 00:00:00,2003-07-10 00:00:00,3,194.67,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10589,GREAL,8,2003-07-04 00:00:00,2003-08-01 00:00:00,2003-07-14 00:00:00,2,4.42,方先生,台北市忠孝東路四段32號,台北市,忠孝,97403,
10590,MEREP,4,2003-07-07 00:00:00,2003-08-04 00:00:00,2003-07-14 00:00:00,3,44.77,劉維國,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10591,VAFFE,1,2003-07-07 00:00:00,2003-07-21 00:00:00,2003-07-16 00:00:00,1,55.92,方先生,新竹市永平路一段1號,新竹市,永平,12958,
10592,LEHMS,3,2003-07-08 00:00:00,2003-08-05 00:00:00,2003-07-16 00:00:00,1,32.1,黎先生,屏東縣永大路4號,屏東縣,永大,60528,
10593,LEHMS,7,2003-07-09 00:00:00,2003-08-06 00:00:00,2003-08-13 00:00:00,2,174.2,黎先生,屏東縣永大路4號,屏東縣,永大,60528,
10594,OLDWO,3,2003-07-09 00:00:00,2003-08-06 00:00:00,2003-07-16 00:00:00,2,5.24,王俊元,台北市北平東路24號3樓之一,台北市,北平,99508,
10595,ERNSH,2,2003-07-10 00:00:00,2003-08-07 00:00:00,2003-07-14 00:00:00,1,96.78,王先生,台北縣北新路11號,台北縣,北新,12958,
10596,WHITC,8,2003-07-11 00:00:00,2003-08-08 00:00:00,2003-08-12 00:00:00,1,16.34,黎先生,屏東縣永大路4號,屏東縣,永大,98124,
10597,PICCO,7,2003-07-11 00:00:00,2003-08-08 00:00:00,2003-07-18 00:00:00,3,35.12,林麗莉,屏東縣永大路4號,屏東縣,永大,12958,
10598,RATTC,1,2003-07-14 00:00:00,2003-08-11 00:00:00,2003-07-18 00:00:00,3,44.42,王先生,台北縣中新路11號,台北縣,中新,87110,
10599,BSBEV,6,2003-07-15 00:00:00,2003-08-26 00:00:00,2003-07-21 00:00:00,3,29.98,徐先生,台中市中港路一段78號,台中市,中港,12958,
10600,HUNGC,4,2003-07-16 00:00:00,2003-08-13 00:00:00,2003-07-21 00:00:00,1,45.13,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,97827,
10601,HILAA,7,2003-07-16 00:00:00,2003-08-27 00:00:00,2003-07-22 00:00:00,1,58.3,王先生,台北縣中新路11號,台北縣,中新,12958,
10602,VAFFE,8,2003-07-17 00:00:00,2003-08-14 00:00:00,2003-07-22 00:00:00,2,2.92,方先生,新竹市永平路一段1號,新竹市,永平,12958,
10603,SAVEA,8,2003-07-18 00:00:00,2003-08-15 00:00:00,2003-08-08 00:00:00,2,48.77,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10604,FURIB,1,2003-07-18 00:00:00,2003-08-15 00:00:00,2003-07-29 00:00:00,1,7.46,林小姐,南投縣南投路5號,南投縣,南投,16752,
10605,MEREP,1,2003-07-21 00:00:00,2003-08-18 00:00:00,2003-07-29 00:00:00,2,379.13,劉維國,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10606,TRADH,4,2003-07-22 00:00:00,2003-08-19 00:00:00,2003-07-31 00:00:00,3,79.4,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10607,SAVEA,5,2003-07-22 00:00:00,2003-08-19 00:00:00,2003-07-25 00:00:00,1,200.24,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10608,TOMSP,4,2003-07-23 00:00:00,2003-08-20 00:00:00,2003-08-01 00:00:00,2,27.79,謝小姐,高雄市中正路一段12號,高雄市,中正,44087,
10609,DUMON,7,2003-07-24 00:00:00,2003-08-21 00:00:00,2003-07-30 00:00:00,2,1.85,劉先生,台中市仁愛路四段180號,台中市,仁愛,44000,
10610,LAMAI,8,2003-07-25 00:00:00,2003-08-22 00:00:00,2003-08-06 00:00:00,1,26.78,蘇先生,新竹市竹北路8號,新竹市,竹北,31000,
10611,SUPRD,6,2003-07-25 00:00:00,2003-08-22 00:00:00,2003-08-01 00:00:00,1,80.65,吳小姐,桃園縣富國路42號,桃園縣,富國,12958,
10612,SAVEA,1,2003-07-28 00:00:00,2003-08-25 00:00:00,2003-08-01 00:00:00,2,544.08,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10613,HILAA,4,2003-07-29 00:00:00,2003-08-26 00:00:00,2003-08-01 00:00:00,2,8.11,王先生,台北縣中新路11號,台北縣,中新,12958,
10614,BLAUS,8,2003-07-29 00:00:00,2003-08-26 00:00:00,2003-08-01 00:00:00,3,1.93,劉先生,宜蘭市經國路55號,宜蘭市,經國,68306,
10615,WILMK,2,2003-07-30 00:00:00,2003-08-27 00:00:00,2003-08-06 00:00:00,3,0.75,唐小姐,屏東市中山路7號,屏東市,中山,21240,
10616,GREAL,1,2003-07-31 00:00:00,2003-08-28 00:00:00,2003-08-05 00:00:00,2,116.53,方先生,台北市忠孝東路四段32號,台北市,忠孝,97403,
10617,GREAL,4,2003-07-31 00:00:00,2003-08-28 00:00:00,2003-08-04 00:00:00,2,18.53,方先生,台北市忠孝東路四段32號,台北市,忠孝,97403,
10618,MEREP,1,2003-08-01 00:00:00,2003-09-12 00:00:00,2003-08-08 00:00:00,1,154.68,劉維國,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10619,MEREP,3,2003-08-04 00:00:00,2003-09-01 00:00:00,2003-08-07 00:00:00,3,91.05,劉維國,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10620,LAUGB,2,2003-08-05 00:00:00,2003-09-02 00:00:00,2003-08-14 00:00:00,3,0.94,成先生,台中市中港路一段78號,台中市,中港,12958,
10621,ISLAT,4,2003-08-05 00:00:00,2003-09-02 00:00:00,2003-08-11 00:00:00,2,23.73,方先生,新竹市永平路一段1號,新竹市,永平,12958,
10622,RICAR,4,2003-08-06 00:00:00,2003-09-03 00:00:00,2003-08-11 00:00:00,3,50.97,周先生,宜蘭市經國路55號,宜蘭市,經國,12958,
10623,FRANK,8,2003-08-07 00:00:00,2003-09-04 00:00:00,2003-08-12 00:00:00,2,97.18,余小姐,台北市北平東路42號3樓之一,台北市,北平,80805,
10624,THECR,4,2003-08-07 00:00:00,2003-09-04 00:00:00,2003-08-19 00:00:00,2,94.8,劉先生,台中市仁愛路二段120號,台中市,仁愛,59801,
10625,FRANR,3,2003-08-08 00:00:00,2003-09-05 00:00:00,2003-08-14 00:00:00,1,43.9,信華銀行,新竹市竹北路8號,新竹市,竹北區,14754,
10626,BERGS,1,2003-08-11 00:00:00,2003-09-08 00:00:00,2003-08-20 00:00:00,2,138.69,李先生,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10627,SAVEA,8,2003-08-11 00:00:00,2003-09-22 00:00:00,2003-08-21 00:00:00,3,107.46,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10628,BLONP,4,2003-08-12 00:00:00,2003-09-09 00:00:00,2003-08-20 00:00:00,3,30.36,方先生,新竹市永平路一段1號,新竹市,永平,67000,
10629,GODOS,4,2003-08-12 00:00:00,2003-09-09 00:00:00,2003-08-20 00:00:00,3,85.46,鍾小姐,屏東市中山路7號,屏東市,中山,41101,
10630,KOENE,1,2003-08-13 00:00:00,2003-09-10 00:00:00,2003-08-19 00:00:00,2,32.35,陳先生,台北市北平東路24號,台北市,北平,14776,
10631,LAMAI,8,2003-08-14 00:00:00,2003-09-11 00:00:00,2003-08-15 00:00:00,1,0.87,蘇先生,新竹市竹北路8號,新竹市,竹北,31000,
10632,WANDK,8,2003-08-14 00:00:00,2003-09-11 00:00:00,2003-08-19 00:00:00,1,41.38,蘇先生,新竹市竹北路8號,新竹市,竹北,70563,
10633,ERNSH,7,2003-08-15 00:00:00,2003-09-12 00:00:00,2003-08-18 00:00:00,3,477.9,王先生,台北縣北新路11號,台北縣,北新,12958,
10634,FOLIG,4,2003-08-15 00:00:00,2003-09-12 00:00:00,2003-08-21 00:00:00,3,487.38,方先生,新竹市永平路7號,新竹市,永平,59000,
10635,MAGAA,8,2003-08-18 00:00:00,2003-09-15 00:00:00,2003-08-21 00:00:00,3,47.46,王炫皓,高雄市中正路一段12號,高雄市,中正,24100,
10636,WARTH,4,2003-08-19 00:00:00,2003-09-16 00:00:00,2003-08-26 00:00:00,1,1.15,成先生,台中市中港路一段78號,台中市,中港,90110,
10637,QUEEN,6,2003-08-19 00:00:00,2003-09-16 00:00:00,2003-08-26 00:00:00,1,201.29,方先生,台北市忠孝東路四段32號,台北市,忠孝,12958,
10638,LINOD,3,2003-08-20 00:00:00,2003-09-17 00:00:00,2003-09-01 00:00:00,1,158.44,黃雅玲,台北市忠孝東路四段32號,台北市,忠孝,12958,
10639,SANTG,7,2003-08-20 00:00:00,2003-09-17 00:00:00,2003-08-27 00:00:00,3,38.64,余小姐,台北市北平東路24號3樓之一,台北市,北平,12958,
10640,WANDK,4,2003-08-21 00:00:00,2003-09-18 00:00:00,2003-08-28 00:00:00,1,23.55,蘇先生,新竹市竹北路8號,新竹市,竹北,70563,
10641,HILAA,4,2003-08-22 00:00:00,2003-09-19 00:00:00,2003-08-26 00:00:00,2,179.61,王先生,台北縣中新路11號,台北縣,中新,12958,
10642,SIMOB,7,2003-08-22 00:00:00,2003-09-19 00:00:00,2003-09-05 00:00:00,3,41.89,何先生,南投縣南投路5號,南投縣,南投,12958,
10643,AROUT,6,2003-08-25 00:00:00,2003-09-22 00:00:00,2003-09-02 00:00:00,1,29.46,王先生,台北縣中新路11號,台北縣,中新,12958,
10644,WELLI,3,2003-08-25 00:00:00,2003-09-22 00:00:00,2003-09-01 00:00:00,2,0.14,何先生,南投縣南投路5號,南投縣,南投,12958,
10645,HANAR,4,2003-08-26 00:00:00,2003-09-23 00:00:00,2003-09-02 00:00:00,1,12.41,謝小姐,高雄市中正路一段12號,高雄市,中正,12958,
10646,HUNGO,9,2003-08-27 00:00:00,2003-10-08 00:00:00,2003-09-03 00:00:00,3,142.33,周先生,宜蘭市經國路55號,宜蘭市,經國,12958,
10647,QUEDE,4,2003-08-27 00:00:00,2003-09-10 00:00:00,2003-09-03 00:00:00,2,45.54,劉先生,桃園縣富國路42號,桃園縣,富國,12958,
10648,RICAR,5,2003-08-28 00:00:00,2003-10-09 00:00:00,2003-09-09 00:00:00,2,14.25,周先生,宜蘭市經國路55號,宜蘭市,經國,12958,
10649,MAISD,5,2003-08-28 00:00:00,2003-09-25 00:00:00,2003-08-29 00:00:00,3,6.2,李柏麟,台北縣中新路11號,台北縣,中新,12958,
10650,FAMIA,5,2003-08-29 00:00:00,2003-09-26 00:00:00,2003-09-03 00:00:00,3,176.81,徐先生,花蓮市花中路15號,花蓮市,花中,12958,
10651,WANDK,8,2003-09-01 00:00:00,2003-09-29 00:00:00,2003-09-11 00:00:00,2,20.6,蘇先生,新竹市竹北路8號,新竹市,竹北,70563,
10652,GOURL,4,2003-09-01 00:00:00,2003-09-29 00:00:00,2003-09-08 00:00:00,2,7.14,劉先生,桃園縣富國路42號,桃園縣,富國,12958,
10653,FRANK,1,2003-09-02 00:00:00,2003-09-30 00:00:00,2003-09-19 00:00:00,1,93.25,余小姐,台北市北平東路42號3樓之一,台北市,北平,80805,
10654,BERGS,5,2003-09-02 00:00:00,2003-09-30 00:00:00,2003-09-11 00:00:00,1,55.26,李先生,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10655,REGGC,1,2003-09-03 00:00:00,2003-10-01 00:00:00,2003-09-11 00:00:00,2,4.41,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,42100,
10656,GREAL,6,2003-09-04 00:00:00,2003-10-02 00:00:00,2003-09-10 00:00:00,1,57.15,方先生,台北市忠孝東路四段32號,台北市,忠孝,97403,
10657,SAVEA,2,2003-09-04 00:00:00,2003-10-02 00:00:00,2003-09-15 00:00:00,2,352.69,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10658,QUICK,4,2003-09-05 00:00:00,2003-10-03 00:00:00,2003-09-08 00:00:00,1,364.15,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10659,QUEEN,7,2003-09-05 00:00:00,2003-10-03 00:00:00,2003-09-10 00:00:00,2,105.81,方先生,台北市忠孝東路四段32號,台北市,忠孝,12958,
10660,HUNGC,8,2003-09-08 00:00:00,2003-10-06 00:00:00,2003-10-15 00:00:00,1,111.29,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,97827,
10661,HUNGO,7,2003-09-09 00:00:00,2003-10-07 00:00:00,2003-09-15 00:00:00,3,17.55,周先生,宜蘭市經國路55號,宜蘭市,經國,12958,
10662,LONEP,3,2003-09-09 00:00:00,2003-10-07 00:00:00,2003-09-18 00:00:00,2,1.28,胡繼堯,台中市仁愛路二段120號,台中市,仁愛,97219,
10663,BONAP,2,2003-09-10 00:00:00,2003-09-24 00:00:00,2003-10-03 00:00:00,2,113.15,謝小姐,台北市北平東路24號3樓之一,台北市,北平,13008,
10664,FURIB,1,2003-09-10 00:00:00,2003-10-08 00:00:00,2003-09-19 00:00:00,3,1.27,林小姐,南投縣南投路5號,南投縣,南投,12958,
10665,LONEP,1,2003-09-11 00:00:00,2003-10-09 00:00:00,2003-09-17 00:00:00,2,26.31,胡繼堯,台中市仁愛路二段120號,台中市,仁愛,97219,
10666,RICSU,7,2003-09-12 00:00:00,2003-10-10 00:00:00,2003-09-22 00:00:00,2,232.42,方先生,新竹市永平路一段1號,新竹市,永平,12958,
10667,ERNSH,7,2003-09-12 00:00:00,2003-10-10 00:00:00,2003-09-19 00:00:00,1,78.09,王先生,台北縣北新路11號,台北縣,北新,12958,
10668,WANDK,1,2003-09-15 00:00:00,2003-10-13 00:00:00,2003-09-23 00:00:00,2,47.22,蘇先生,新竹市竹北路8號,新竹市,竹北,70563,
10669,SIMOB,2,2003-09-15 00:00:00,2003-10-13 00:00:00,2003-09-22 00:00:00,1,24.39,何先生,南投縣南投路5號,南投縣,南投,12958,
10670,FRANK,4,2003-09-16 00:00:00,2003-10-14 00:00:00,2003-09-18 00:00:00,1,203.48,余小姐,台北市北平東路42號3樓之一,台北市,北平,80805,
10671,FRANR,1,2003-09-17 00:00:00,2003-10-15 00:00:00,2003-09-24 00:00:00,1,30.34,蘇先生,新竹市竹北路8號,新竹市,竹北,44000,
10672,BERGS,9,2003-09-17 00:00:00,2003-10-01 00:00:00,2003-09-26 00:00:00,2,95.75,李先生,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10673,WILMK,2,2003-09-18 00:00:00,2003-10-16 00:00:00,2003-09-19 00:00:00,1,22.76,唐小姐,屏東市中山路7號,屏東市,中山,21240,
10674,ISLAT,4,2003-09-18 00:00:00,2003-10-16 00:00:00,2003-09-30 00:00:00,2,0.9,方先生,新竹市永平路一段1號,新竹市,永平,12958,
10675,FRANK,5,2003-09-19 00:00:00,2003-10-17 00:00:00,2003-09-23 00:00:00,2,31.85,余小姐,台北市北平東路42號3樓之一,台北市,北平,80805,
10676,TORTU,2,2003-09-22 00:00:00,2003-10-20 00:00:00,2003-09-29 00:00:00,2,2.01,王先生,台北縣中新路11號,台北縣,中新,05033,
10677,ANTON,1,2003-09-22 00:00:00,2003-10-20 00:00:00,2003-09-26 00:00:00,3,4.03,胡先生,高雄市中正路一段12號,高雄市,中正,05023,
10678,SAVEA,7,2003-09-23 00:00:00,2003-10-21 00:00:00,2003-10-16 00:00:00,3,388.98,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10679,BLONP,8,2003-09-23 00:00:00,2003-10-21 00:00:00,2003-09-30 00:00:00,3,27.94,方先生,新竹市永平路一段1號,新竹市,永平,67000,
10680,OLDWO,1,2003-09-24 00:00:00,2003-10-22 00:00:00,2003-09-26 00:00:00,1,26.61,王俊元,台北市北平東路24號3樓之一,台北市,北平,99508,
10681,GREAL,3,2003-09-25 00:00:00,2003-10-23 00:00:00,2003-09-30 00:00:00,3,76.13,方先生,台北市忠孝東路四段32號,台北市,忠孝,97403,
10682,ANTON,3,2003-09-25 00:00:00,2003-10-23 00:00:00,2003-10-01 00:00:00,2,36.13,胡先生,高雄市中正路一段12號,高雄市,中正,05023,
10683,DUMON,2,2003-09-26 00:00:00,2003-10-24 00:00:00,2003-10-01 00:00:00,1,4.4,劉先生,台中市仁愛路四段180號,台中市,仁愛,44000,
10684,OTTIK,3,2003-09-26 00:00:00,2003-10-24 00:00:00,2003-09-30 00:00:00,1,145.63,徐文彬,新竹市竹北路8號,新竹市,竹北,50739,
10685,GOURL,4,2003-09-29 00:00:00,2003-10-13 00:00:00,2003-10-03 00:00:00,2,33.75,劉先生,桃園縣富國路42號,桃園縣,富國,12958,
10686,PICCO,2,2003-09-30 00:00:00,2003-10-28 00:00:00,2003-10-08 00:00:00,1,96.5,林麗莉,屏東縣永大路4號,屏東縣,永大,12958,
10687,HUNGO,9,2003-09-30 00:00:00,2003-10-28 00:00:00,2003-10-30 00:00:00,2,296.43,周先生,宜蘭市經國路55號,宜蘭市,經國,12958,
10688,VAFFE,4,2003-10-01 00:00:00,2003-10-15 00:00:00,2003-10-07 00:00:00,2,299.09,方先生,新竹市永平路一段1號,新竹市,永平,12958,
10689,BERGS,1,2003-10-01 00:00:00,2003-10-29 00:00:00,2003-10-07 00:00:00,2,13.42,李先生,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10690,HANAR,1,2003-10-02 00:00:00,2003-10-30 00:00:00,2003-10-03 00:00:00,1,15.8,謝小姐,高雄市中正路一段12號,高雄市,中正,12958,
10691,QUICK,2,2003-10-03 00:00:00,2003-11-14 00:00:00,2003-10-22 00:00:00,2,810.05,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10692,WHITC,4,2003-10-03 00:00:00,2003-10-31 00:00:00,2003-10-13 00:00:00,2,61.02,黎先生,屏東縣永大路4號,屏東縣,永大,98128,
10693,WHITC,3,2003-10-06 00:00:00,2003-10-20 00:00:00,2003-10-10 00:00:00,3,139.34,黎先生,屏東縣永大路4號,屏東縣,永大,98124,
10694,QUICK,8,2003-10-06 00:00:00,2003-11-03 00:00:00,2003-10-09 00:00:00,3,398.36,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10695,WILMK,7,2003-10-07 00:00:00,2003-11-18 00:00:00,2003-10-14 00:00:00,1,16.72,唐小姐,屏東市中山路7號,屏東市,中山,21240,
10696,WHITC,8,2003-10-08 00:00:00,2003-11-19 00:00:00,2003-10-14 00:00:00,3,102.55,黎先生,屏東縣永大路4號,屏東縣,永大,98124,
10697,LINOD,3,2003-10-08 00:00:00,2003-11-05 00:00:00,2003-10-14 00:00:00,1,45.52,黃雅玲,台北市忠孝東路四段32號,台北市,忠孝,12958,
10698,ERNSH,4,2003-10-09 00:00:00,2003-11-06 00:00:00,2003-10-17 00:00:00,1,272.47,王先生,台北縣北新路11號,台北縣,北新,12958,
10699,MORGK,3,2003-10-09 00:00:00,2003-11-06 00:00:00,2003-10-13 00:00:00,3,0.58,方建文,宜蘭市經國路55號,宜蘭市,經國,04179,
10700,SAVEA,3,2003-10-10 00:00:00,2003-11-07 00:00:00,2003-10-16 00:00:00,1,65.1,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10701,HUNGO,6,2003-10-13 00:00:00,2003-10-27 00:00:00,2003-10-15 00:00:00,3,220.31,周先生,宜蘭市經國路55號,宜蘭市,經國,12958,
10702,COMMI,4,2003-10-13 00:00:00,2003-11-24 00:00:00,2003-10-21 00:00:00,1,23.94,鍾小姐,桃園縣富國路42號,桃園縣,富國,12958,
10703,FOLKO,6,2003-10-14 00:00:00,2003-11-11 00:00:00,2003-10-20 00:00:00,2,152.3,陳先生,台北市北平東路64號,台北市,北平,12958,
10704,QUEEN,6,2003-10-14 00:00:00,2003-11-11 00:00:00,2003-11-07 00:00:00,1,4.78,方先生,台北市忠孝東路四段32號,台北市,忠孝,12958,
10705,HILAA,9,2003-10-15 00:00:00,2003-11-12 00:00:00,2003-11-18 00:00:00,2,3.52,王先生,台北縣中新路11號,台北縣,中新,12958,
10706,OLDWO,8,2003-10-16 00:00:00,2003-11-13 00:00:00,2003-10-21 00:00:00,3,135.63,王俊元,台北市北平東路24號3樓之一,台北市,北平,99508,
10707,AROUT,4,2003-10-16 00:00:00,2003-10-30 00:00:00,2003-10-23 00:00:00,3,21.74,王先生,台北縣中新路11號,台北縣,中新,12958,
10708,THEBI,6,2003-10-17 00:00:00,2003-11-28 00:00:00,2003-11-05 00:00:00,2,2.96,方先生,台北市忠孝東路四段32號,台北市,忠孝,97201,
10709,GOURL,1,2003-10-17 00:00:00,2003-11-14 00:00:00,2003-11-20 00:00:00,3,210.8,劉先生,桃園縣富國路42號,桃園縣,富國,12958,
10710,FRANS,1,2003-10-20 00:00:00,2003-11-17 00:00:00,2003-10-23 00:00:00,1,4.98,成先生,台中市中港路一段78號,台中市,中港,10100,
10711,SAVEA,5,2003-10-21 00:00:00,2003-12-02 00:00:00,2003-10-29 00:00:00,2,52.41,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10712,HUNGO,3,2003-10-21 00:00:00,2003-11-18 00:00:00,2003-10-31 00:00:00,1,89.93,周先生,宜蘭市經國路55號,宜蘭市,經國,12958,
10713,SAVEA,1,2003-10-22 00:00:00,2003-11-19 00:00:00,2003-10-24 00:00:00,1,167.05,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10714,SAVEA,5,2003-10-22 00:00:00,2003-11-19 00:00:00,2003-10-27 00:00:00,3,24.49,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10715,BONAP,3,2003-10-23 00:00:00,2003-11-06 00:00:00,2003-10-29 00:00:00,1,63.2,謝小姐,台北市北平東路24號3樓之一,台北市,北平,13008,
10716,RANCH,4,2003-10-24 00:00:00,2003-11-21 00:00:00,2003-10-27 00:00:00,2,22.57,謝小姐,高雄市中正路一段12號,高雄市,中正,12958,
10717,FRANK,1,2003-10-24 00:00:00,2003-11-21 00:00:00,2003-10-29 00:00:00,2,59.25,余小姐,台北市北平東路42號3樓之一,台北市,北平,80805,
10718,KOENE,1,2003-10-27 00:00:00,2003-11-24 00:00:00,2003-10-29 00:00:00,3,170.88,陳先生,台北市北平東路24號,台北市,北平,14776,
10719,LETSS,8,2003-10-27 00:00:00,2003-11-24 00:00:00,2003-11-05 00:00:00,2,51.44,唐小姐,屏東市中山路7號,屏東市,中山,94117,
10720,QUEDE,8,2003-10-28 00:00:00,2003-11-11 00:00:00,2003-11-05 00:00:00,2,9.53,劉先生,桃園縣富國路42號,桃園縣,富國,12958,
10721,QUICK,5,2003-10-29 00:00:00,2003-11-26 00:00:00,2003-10-31 00:00:00,3,48.92,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10722,SAVEA,8,2003-10-29 00:00:00,2003-12-10 00:00:00,2003-11-04 00:00:00,1,74.58,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10723,WHITC,3,2003-10-30 00:00:00,2003-11-27 00:00:00,2003-11-25 00:00:00,1,21.72,黎先生,屏東縣永大路4號,屏東縣,永大,98124,
10724,MEREP,8,2003-10-30 00:00:00,2003-12-11 00:00:00,2003-11-05 00:00:00,2,57.75,劉維國,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10725,FAMIA,4,2003-10-31 00:00:00,2003-11-28 00:00:00,2003-11-05 00:00:00,3,10.83,徐先生,花蓮市花中路15號,花蓮市,花中,12958,
10726,EASTC,4,2003-11-03 00:00:00,2003-11-17 00:00:00,2003-12-05 00:00:00,1,16.56,謝小姐,高雄市中正路四|段65號,高雄市,中正,12958,
10727,REGGC,2,2003-11-03 00:00:00,2003-12-01 00:00:00,2003-12-05 00:00:00,1,89.9,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,42100,
10728,QUEEN,4,2003-11-04 00:00:00,2003-12-02 00:00:00,2003-11-11 00:00:00,2,58.33,方先生,台北市忠孝東路四段32號,台北市,忠孝,12958,
10729,LINOD,8,2003-11-04 00:00:00,2003-12-16 00:00:00,2003-11-14 00:00:00,3,141.06,黃雅玲,台北市忠孝東路四段32號,台北市,忠孝,12958,
10730,BONAP,5,2003-11-05 00:00:00,2003-12-03 00:00:00,2003-11-14 00:00:00,1,20.12,謝小姐,台北市北平東路24號3樓之一,台北市,北平,13008,
10731,CHOPS,7,2003-11-06 00:00:00,2003-12-04 00:00:00,2003-11-14 00:00:00,1,96.65,林小姐,屏東市中山路7號,屏東市,中山,12958,
10732,BONAP,3,2003-11-06 00:00:00,2003-12-04 00:00:00,2003-11-07 00:00:00,1,16.97,謝小姐,台北市北平東路24號3樓之一,台北市,北平,13008,
10733,BERGS,1,2003-11-07 00:00:00,2003-12-05 00:00:00,2003-11-10 00:00:00,3,110.11,李先生,花蓮市花蓮路98號,花蓮市,花蓮,12958,
10734,GOURL,2,2003-11-07 00:00:00,2003-12-05 00:00:00,2003-11-12 00:00:00,3,1.63,劉先生,桃園縣富國路42號,桃園縣,富國,12958,
10735,LETSS,6,2003-11-10 00:00:00,2003-12-08 00:00:00,2003-11-21 00:00:00,2,45.97,唐小姐,屏東市中山路7號,屏東市,中山,94117,
10736,HUNGO,9,2003-11-11 00:00:00,2003-12-09 00:00:00,2003-11-21 00:00:00,2,44.1,周先生,宜蘭市經國路55號,宜蘭市,經國,12958,
10737,VINET,2,2003-11-11 00:00:00,2003-12-09 00:00:00,2003-11-18 00:00:00,2,7.79,余小姐,台北市北平東路24號3樓之一,台北市,北平,51100,
10738,SPECD,2,2003-11-12 00:00:00,2003-12-10 00:00:00,2003-11-18 00:00:00,1,2.91,黎先生,屏東縣永大路4號,屏東縣,永大,75016,
